what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1378594066729
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1378594066731
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1378594066731
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1378594066735
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1378594066736
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1378594066736
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1378594066738
os,sysinfo,,,"win32",1378594066741
arch,sysinfo,,,"x86_64",1378594066741
ws,sysinfo,,,"win32",1378594066741
locale,sysinfo,,,"es_MX",1378594066741
processors,sysinfo,,,"3",1378594066741
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1378594066741
java.runtime.version,sysinfo,,,"1.6.0_45-b06",1378594066741
java.specification.name,sysinfo,,,"Java Platform API Specification",1378594066741
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1378594066741
java.specification.version,sysinfo,,,"1.6",1378594066741
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1378594066741
java.version,sysinfo,,,"1.6.0_45",1378594066741
java.vm.info,sysinfo,,,"mixed mode",1378594066741
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1378594066741
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1378594066741
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1378594066741
java.vm.specification.version,sysinfo,,,"1.0",1378594066741
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1378594066741
java.vm.version,sysinfo,,,"20.45-b01",1378594066741
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1378594071106
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378594077206
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378594077300
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1378594079113
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1378594079264
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1378594079316
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1378594080062
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1378594080076
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1378594080124
started,bundle,org.eclipse.jst.jee,1.0.302.v201101122300,"org.eclipse.jst.jee",1378594080125
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378594080202
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378594082227
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378594084139
started,bundle,org.eclipse.wst.common.snippets,1.2.2.v201101130441,"org.eclipse.wst.common.snippets",1378594123312
started,bundle,org.eclipse.gef,3.6.2.v20110110-2020,"org.eclipse.gef",1378594123342
started,bundle,org.eclipse.draw2d,3.6.2.v20110128-0100,"org.eclipse.draw2d",1378594123370
opened,view,org.eclipse.wst.common.snippets,1.2.2.v201101130441,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1378594123688
activated,view,org.eclipse.wst.common.snippets,1.2.2.v201101130441,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1378594123719
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378594124558
activated,view,org.eclipse.wst.common.snippets,1.2.2.v201101130441,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1378594126549
closed,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378594126551
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1378594127203
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378594128719
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378594128738
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378594129917
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378594131445
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378594187674
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1378594193565
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378594207912
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1378594214515
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1378594229387
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378594253784
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1378594254121
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378594254273
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1378594255707
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1378594256483
started,bundle,org.eclipse.jst.servlet.ui,1.1.404.v201101270100,"org.eclipse.jst.servlet.ui",1378594257835
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1378594257851
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1378594257863
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1378594257865
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1378594257868
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.ui",1378594259737
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378594260327
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378594261992
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1378594266620
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378594269580
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378594271430
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1378594271956
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1378594276460
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378594285533
