what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378620764860
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378620765296
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378620765796
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378620766841
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378620768791
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378620770772
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378620772303
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378620772896
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378620773707
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378620774971
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378620775922
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378620776453
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378620777451
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378620777888
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378620778371
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378620786856
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378620787309
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378620788401
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378620789009
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378620790117
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378620791099
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378620792347
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378620794502
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378620795844
